Biot,Thermal Expansion of Solid,Thermal Expansion Difference,Bulk Modulus,Skempton,Shear Modulus,Poisson Ratio,Thermal Filtration,Thermal Osmosis,Thermal Conductivity,Permeability,Specific Heat,Fluid Diffusivity,Thermal Diffusivity,Fluid Thermal Diffusivity,Thermal Fluid  Diffusivity,Diagnal Ratio,Off Diagnal Ratio,Case
0.74461,0.00059527,0.00079473,1.58E+10,0.86113,1.22E+10,0.24378,-7.91E-09,-4.18E-21,72.778,2.97E-17,4.66E+06,8.51E-05,1.57E-05,467.71,2.08E-14,0.18473,4.44E-17,1
0.77577,0.0011413,0.00024868,1.23E+10,0.97558,2.10E+10,0.27015,-7.72E-09,-1.45E-20,89.963,8.29E-17,1.28E+06,0.00034531,7.25E-05,2843.4,2.68E-13,0.21007,9.44E-17,1
0.6563,0.0012296,0.00016041,1.01E+10,0.88154,2.16E+10,0.23411,-8.31E-09,-1.41E-20,189.77,1.18E-17,2.55E+06,3.13E-05,7.50E-05,1652.7,1.35E-14,2.3929,8.20E-18,1
0.64806,0.0010077,0.00038233,1.12E+10,0.75697,2.03E+10,0.23891,-8.48E-09,-3.70E-21,34.337,8.59E-17,4.23E+06,0.00018721,8.14E-06,161.15,4.23E-14,0.043488,2.63E-16,0
0.65922,0.00041647,0.00097353,1.32E+10,0.87002,1.52E+10,0.25518,-7.68E-09,-8.45E-21,37.219,9.51E-17,6.67E+05,0.00030023,5.94E-05,2055.8,5.38E-13,0.19776,2.62E-16,1
0.8254,0.0011769,0.00021307,1.21E+10,0.86347,2.30E+10,0.24833,-3.77E-09,-9.63E-21,98.336,1.91E-17,6.27E+05,6.17E-05,0.00016433,5106.7,1.05E-13,2.6627,2.06E-17,1
0.77666,0.00089308,0.00049692,1.28E+10,0.64279,2.17E+10,0.24412,-9.38E-09,-5.14E-21,86.506,4.80E-17,8.91E+06,8.51E-05,9.73E-06,181.06,1.11E-14,0.11444,6.13E-17,1
0.9426,0.00084171,0.00054829,8.18E+09,0.94692,1.63E+10,0.26924,-5.46E-09,-1.15E-20,142.37,8.00E-17,4.49E+06,0.00026729,3.21E-05,1288.3,7.36E-14,0.11991,5.71E-17,1
0.73527,0.00045453,0.00093547,9.91E+09,0.72463,2.31E+10,0.27142,-3.46E-09,-9.28E-21,1.2409,8.40E-18,4.93E+06,1.53E-05,2.53E-07,5.6211,4.51E-15,0.016527,8.02E-16,0
0.87328,0.00051895,0.00087105,1.48E+10,0.95718,1.68E+10,0.22443,-4.44E-09,-1.97E-20,21.991,2.10E-17,2.91E+06,8.16E-05,7.69E-06,346.83,3.47E-14,0.094214,1.00E-16,1
0.90804,0.0010207,0.00036927,1.41E+10,0.70035,1.57E+10,0.24803,-6.79E-09,-5.53E-21,30.84,9.09E-17,4.57E+06,0.00017875,6.78E-06,135.18,4.13E-14,0.037922,3.06E-16,0
0.82031,0.00086164,0.00052836,8.71E+09,0.73272,1.61E+10,0.23061,-6.83E-09,-1.88E-20,159.24,8.13E-17,8.19E+06,0.00012369,1.95E-05,325.96,1.75E-14,0.15754,5.36E-17,1
0.7994,0.0012486,0.00014139,9.81E+09,0.96073,1.68E+10,0.29152,-1.59E-09,-4.45E-21,97.038,1.13E-17,9.10E+06,3.68E-05,1.07E-05,335.79,4.09E-15,0.29037,1.22E-17,1
0.81969,0.0011448,0.00024516,1.46E+10,0.76433,1.94E+10,0.30567,-6.51E-09,-1.92E-20,83.643,7.98E-17,5.54E+06,0.00021652,1.52E-05,403.46,3.97E-14,0.07003,9.84E-17,0
0.65826,0.0010015,0.00038846,1.01E+10,0.96539,2.02E+10,0.30365,-5.63E-09,-5.79E-21,44.056,8.78E-17,6.09E+06,0.00028762,7.27E-06,226.28,4.60E-14,0.025275,2.03E-16,0
0.65362,0.0013125,7.75E-05,1.39E+10,0.75026,2.01E+10,0.27643,-2.16E-09,-6.07E-21,115.54,1.28E-17,9.68E+05,3.39E-05,0.00012057,2359.5,2.84E-14,3.5566,1.20E-17,1
0.59169,0.001333,5.70E-05,1.35E+10,0.92487,2.23E+10,0.29631,-8.96E-09,-1.27E-20,140.96,3.42E-18,2.63E+06,1.34E-05,5.38E-05,1467,6.99E-15,4.0242,4.76E-18,1
0.5996,0.001376,1.40E-05,1.29E+10,0.85851,1.32E+10,0.31738,-7.60E-09,-1.29E-20,1.8098,7.11E-17,3.36E+05,0.00022004,5.47E-06,101.67,4.22E-13,0.024855,4.15E-15,0
0.64936,0.0006682,0.0007218,1.54E+10,0.70457,1.44E+10,0.24157,-3.33E-09,-1.78E-20,171.06,1.37E-17,7.65E+06,3.24E-05,2.24E-05,528.25,4.66E-15,0.69157,8.83E-18,1
0.85286,0.001145,0.00024504,8.03E+09,0.58719,2.20E+10,0.29675,-7.84E-09,-1.58E-20,59.069,8.74E-17,1.38E+06,8.85E-05,4.32E-05,483.62,7.73E-14,0.48799,1.60E-16,1
0.92056,0.0013374,5.26E-05,8.89E+09,0.66078,1.83E+10,0.28874,-4.51E-09,-1.99E-20,151.71,4.25E-17,8.98E+06,5.67E-05,1.69E-05,249.09,7.49E-15,0.29854,3.01E-17,1
0.58544,0.00058445,0.00080555,1.45E+10,0.59637,1.28E+10,0.26153,-7.11E-09,-9.43E-21,50.369,5.41E-17,6.20E+06,0.00010306,8.15E-06,158.1,1.81E-14,0.07906,1.15E-16,1
0.7718,0.00081995,0.00057005,1.34E+10,0.60409,1.35E+10,0.31409,-2.72E-09,-8.34E-21,99.905,2.26E-18,9.13E+06,3.61E-06,1.10E-05,180.16,7.05E-16,3.0357,3.92E-18,1
0.84302,0.0012585,0.00013155,8.88E+09,0.88733,2.09E+10,0.24252,-7.44E-09,-1.70E-20,15.735,9.10E-17,5.85E+06,0.00023754,2.70E-06,72.938,4.34E-14,0.011368,5.96E-16,0
0.84919,0.001029,0.00036097,1.33E+10,0.65335,1.91E+10,0.22983,-8.88E-09,-1.10E-20,98.202,6.09E-17,1.63E+06,0.00010883,6.06E-05,1092.9,7.33E-14,0.55703,6.70E-17,1
0.85866,0.0011916,0.00019845,1.19E+10,0.9129,1.29E+10,0.26081,-6.91E-09,-9.04E-21,26.631,4.79E-17,8.17E+06,0.00013482,3.27E-06,84.067,1.60E-14,0.024236,1.90E-16,0
0.78757,0.0013821,7.93E-06,1.59E+10,0.77386,1.43E+10,0.24591,-9.78E-09,-1.65E-20,7.1382,9.65E-17,9.31E+06,0.00024383,7.67E-07,13.345,1.91E-14,0.003146,1.43E-15,0
0.81935,0.00068385,0.00070615,1.28E+10,0.80497,1.31E+10,0.23737,-7.96E-09,-1.75E-20,29.448,6.83E-18,6.18E+06,1.54E-05,4.78E-06,115.36,3.97E-15,0.31126,3.44E-17,1
0.9327,0.00096555,0.00042445,9.32E+09,0.9224,1.54E+10,0.2417,-9.17E-09,-9.21E-21,89.277,3.14E-17,3.39E+06,9.23E-05,2.66E-05,882.5,3.37E-14,0.28822,3.82E-17,1
0.69497,0.0004659,0.0009241,1.51E+10,0.94906,2.21E+10,0.28196,-8.89E-09,-5.30E-21,29.009,9.60E-17,3.79E+06,0.00042195,7.78E-06,396.86,1.34E-13,0.018432,3.37E-16,0
0.9293,0.00075974,0.00063026,1.50E+10,0.74159,1.99E+10,0.30578,-8.48E-09,-4.38E-21,159.76,2.95E-17,8.43E+05,8.12E-05,0.0001978,6161,1.24E-13,2.437,2.01E-17,1
0.74758,0.00076539,0.00062461,8.34E+09,0.70528,2.29E+10,0.22169,-3.46E-09,-1.69E-20,9.4093,6.71E-17,8.23E+06,9.77E-05,1.15E-06,18.677,1.37E-14,0.011722,7.36E-16,0
0.79894,0.00044351,0.00094649,8.22E+09,0.72205,1.54E+10,0.27826,-6.54E-09,-1.68E-20,109.65,1.55E-17,6.39E+06,2.23E-05,1.72E-05,306.9,5.35E-15,0.77268,1.74E-17,1
0.77959,0.00081866,0.00057134,1.05E+10,0.68704,1.83E+10,0.31131,-6.86E-09,-1.62E-20,124.36,7.53E-17,7.08E+05,0.00013096,0.00018071,3378.9,2.15E-13,1.3799,6.35E-17,1
0.58867,0.001246,0.00014404,8.95E+09,0.87634,2.04E+10,0.30576,-2.17E-09,-1.25E-20,151.83,2.36E-17,5.38E+06,5.77E-05,2.83E-05,541.72,8.84E-15,0.49009,1.63E-17,1
0.7382,0.0010816,0.00030844,1.43E+10,0.94544,2.32E+10,0.27113,-2.75E-09,-1.51E-20,123.28,9.28E-17,5.99E+06,0.00039141,2.07E-05,827.02,6.27E-14,0.052924,7.58E-17,1
0.61232,0.00065798,0.00073202,1.30E+10,0.9061,2.30E+10,0.29997,-8.80E-09,-1.75E-20,128.97,2.05E-17,6.54E+06,7.44E-05,1.98E-05,764.23,1.35E-14,0.26653,1.77E-17,1
0.78398,0.0012409,0.00014911,1.53E+10,0.61703,2.14E+10,0.29094,-6.13E-09,-3.62E-21,199.43,8.46E-17,6.56E+06,0.00016475,3.05E-05,543.11,2.40E-14,0.18498,4.41E-17,1
0.68948,0.0010324,0.00035764,1.36E+10,0.77663,1.83E+10,0.23896,-6.66E-09,-1.82E-20,96.533,9.50E-17,6.14E+05,0.00025091,0.00016157,3661.6,3.71E-13,0.64393,1.01E-16,1
0.85382,0.0011463,0.00024373,1.13E+10,0.91583,1.97E+10,0.23506,-6.23E-09,-6.11E-21,165.17,3.34E-17,3.57E+06,0.00010961,4.66E-05,1555.1,3.32E-14,0.42534,2.14E-17,1
0.56669,0.0010924,0.00029759,8.38E+09,0.62089,2.03E+10,0.30053,-8.01E-09,-8.55E-21,188.49,4.56E-17,2.19E+06,6.10E-05,8.64E-05,970.69,2.71E-14,1.4158,2.80E-17,1
0.74481,0.0011477,0.00024227,9.71E+09,0.8014,2.00E+10,0.28332,-2.83E-09,-1.80E-20,129.14,7.86E-17,5.46E+05,0.00017374,0.00024459,5058.8,3.13E-13,1.4078,6.19E-17,1
0.74692,0.0013099,8.01E-05,8.82E+09,0.85375,2.24E+10,0.23469,-3.29E-09,-1.18E-20,109.96,4.82E-17,8.76E+06,0.00010852,1.26E-05,261.33,1.18E-14,0.11595,4.53E-17,1
0.67806,0.00092169,0.00046831,1.17E+10,0.93075,1.98E+10,0.29667,-9.83E-09,-1.63E-20,25.829,2.92E-18,1.86E+06,1.02E-05,1.41E-05,469.72,1.07E-14,1.3829,2.27E-17,1
0.57459,0.0010878,0.00030222,9.57E+09,0.71237,1.60E+10,0.24963,-7.15E-09,-1.97E-20,10.741,6.37E-17,9.71E+06,0.00011248,1.11E-06,15.665,1.00E-14,0.0098441,6.40E-16,0
0.7638,0.00046251,0.00092749,1.28E+10,0.80464,2.16E+10,0.23742,-3.68E-09,-6.75E-21,194.08,8.44E-17,6.90E+06,0.00022395,2.83E-05,901.5,3.98E-14,0.12625,4.41E-17,1
0.7375,0.001379,1.10E-05,8.55E+09,0.82626,1.72E+10,0.24846,-1.42E-09,-1.84E-20,76.165,7.04E-17,9.60E+06,0.00013734,7.94E-06,132.79,1.24E-14,0.057811,9.36E-17,0
0.6896,0.00043679,0.00095321,8.36E+09,0.6565,1.85E+10,0.28347,-2.61E-09,-1.17E-20,19.764,5.54E-17,8.86E+06,7.25E-05,2.24E-06,35.458,1.02E-14,0.030827,2.89E-16,0
0.9054,0.0013086,8.14E-05,8.50E+09,0.5887,1.59E+10,0.24513,-9.00E-09,-4.79E-21,174.96,8.67E-17,6.82E+06,8.52E-05,2.57E-05,265.06,1.45E-14,0.30128,5.45E-17,1
0.65625,0.00049249,0.00089751,9.20E+09,0.82149,1.45E+10,0.22136,-3.54E-09,-1.23E-20,8.3404,7.80E-17,7.06E+06,0.0001545,1.19E-06,26.849,2.56E-14,0.0076727,9.54E-16,0
0.78746,0.00070388,0.00068612,1.00E+10,0.95254,1.50E+10,0.23503,-9.89E-09,-1.00E-20,91.822,7.13E-17,5.40E+06,0.000205,1.71E-05,543.02,4.40E-14,0.083397,8.10E-17,1
0.87307,0.00080794,0.00058206,1.17E+10,0.95708,1.97E+10,0.30151,-9.05E-09,-1.79E-20,35.771,8.17E-17,6.32E+06,0.00034622,5.71E-06,280.15,6.54E-14,0.016483,2.33E-16,0
0.91965,0.0012995,9.05E-05,1.49E+10,0.61765,1.39E+10,0.28544,-3.61E-09,-1.52E-20,184.1,9.00E-19,5.04E+06,1.48E-06,3.65E-05,536.19,9.78E-16,24.673,1.82E-18,1
0.76681,0.0012415,0.00014854,1.60E+10,0.716,2.03E+10,0.25193,-5.60E-09,-1.37E-20,109.54,7.27E-17,8.27E+06,0.00018281,1.33E-05,283.48,1.95E-14,0.07256,6.88E-17,0
0.84513,0.0012828,0.00010718,8.34E+09,0.64896,1.62E+10,0.2628,-3.91E-09,-9.48E-21,120.65,8.94E-17,7.15E+06,0.00010568,1.69E-05,201.6,1.55E-14,0.15985,7.68E-17,1
0.83046,0.00043887,0.00095113,1.51E+10,0.72872,1.92E+10,0.29987,-5.94E-09,-1.25E-20,31.466,1.93E-17,5.00E+06,4.86E-05,6.34E-06,195.45,1.32E-14,0.13057,6.74E-17,1
0.71909,0.0012068,0.00018319,1.00E+10,0.88716,1.67E+10,0.29992,-6.60E-09,-6.52E-21,123.8,5.19E-17,5.81E+06,0.00013651,2.14E-05,505.85,2.23E-14,0.1566,4.42E-17,1
0.67887,0.0013553,3.47E-05,1.11E+10,0.78284,1.24E+10,0.26368,-7.95E-09,-8.41E-21,18.418,1.59E-17,8.06E+06,3.29E-05,2.29E-06,32.532,3.79E-15,0.069624,1.17E-16,0
0.92955,0.00045818,0.00093182,8.05E+09,0.92505,1.65E+10,0.23065,-1.00E-08,-1.41E-20,128.51,8.90E-17,6.54E+06,0.00025011,1.98E-05,709.74,5.07E-14,0.079113,7.14E-17,1
0.55603,0.00058939,0.00080061,1.23E+10,0.96622,2.16E+10,0.28422,-7.13E-09,-7.29E-21,171.86,9.37E-17,7.93E+06,0.0003625,2.18E-05,898.41,4.99E-14,0.060093,5.55E-17,1
0.64905,0.00040848,0.00098152,1.09E+10,0.58912,2.34E+10,0.30278,-9.10E-09,-1.86E-20,78.097,5.59E-17,7.81E+06,8.30E-05,1.00E-05,179.68,1.40E-14,0.12085,7.81E-17,1
0.85642,0.0012005,0.00018954,1.00E+10,0.83167,1.94E+10,0.29908,-1.12E-09,-1.32E-20,198.25,3.25E-17,8.55E+06,8.08E-05,2.33E-05,614.13,1.02E-14,0.28768,1.66E-17,1
0.73698,0.001296,9.40E-05,9.18E+09,0.63814,2.00E+10,0.26638,-5.56E-09,-2.73E-21,135.21,4.58E-17,1.10E+06,6.15E-05,0.00012425,1501,5.59E-14,2.0211,3.73E-17,1
0.64852,0.0010474,0.00034262,1.10E+10,0.68483,1.80E+10,0.24905,-3.13E-09,-1.69E-20,25.452,2.14E-17,8.08E+06,3.86E-05,3.16E-06,50.171,4.60E-15,0.081795,9.17E-17,0
0.7561,0.00055356,0.00083644,1.10E+10,0.72877,1.74E+10,0.31409,-1.02E-09,-1.95E-20,152.45,6.02E-17,1.84E+06,0.00011907,8.43E-05,1941.3,7.73E-14,0.70775,3.98E-17,1
0.78004,0.00056017,0.00082983,9.37E+09,0.70539,2.01E+10,0.27016,-7.75E-09,-1.35E-20,90.379,7.71E-17,1.16E+06,0.00012564,7.94E-05,1523.8,1.37E-13,0.6318,8.97E-17,1
0.80029,0.00055874,0.00083126,1.45E+10,0.62648,2.13E+10,0.26503,-8.83E-09,-2.66E-21,137.76,4.06E-17,4.32E+05,8.11E-05,0.00033818,7452.1,2.42E-13,4.1691,3.24E-17,1
0.93021,0.00086306,0.00052694,1.06E+10,0.84256,2.37E+10,0.28665,-5.41E-09,-9.72E-21,44.241,1.38E-17,1.18E+06,4.30E-05,3.90E-05,1423.2,4.92E-14,0.90844,3.46E-17,1
0.90628,0.00046943,0.00092057,1.45E+10,0.81849,1.89E+10,0.24744,-7.80E-09,-1.25E-20,43.096,4.04E-17,5.74E+06,0.0001188,7.56E-06,272.55,2.69E-14,0.063653,9.88E-17,1
0.89004,0.00065588,0.00073412,1.13E+10,0.61572,2.22E+10,0.31542,-3.93E-09,-1.30E-20,117.22,8.31E-17,5.76E+06,0.00012365,2.04E-05,375.06,2.73E-14,0.16528,7.27E-17,1
0.90656,0.0010589,0.00033106,1.19E+10,0.88113,1.36E+10,0.29969,-2.15E-09,-3.78E-21,90.393,9.57E-18,4.99E+06,2.78E-05,1.82E-05,552.19,6.28E-15,0.65635,1.14E-17,1
0.57976,0.00095667,0.00043333,1.43E+10,0.78505,1.33E+10,0.25644,-9.56E-09,-1.97E-20,173.92,9.48E-17,6.15E+06,0.000261,2.83E-05,615.82,3.51E-14,0.10856,5.71E-17,1
0.64773,0.0011506,0.0002394,1.19E+10,0.83562,1.28E+10,0.22086,-1.45E-09,-1.05E-20,63.807,7.38E-17,6.06E+06,0.00017729,1.06E-05,186.2,2.18E-14,0.059511,1.17E-16,0
0.59976,0.00077165,0.00061835,1.09E+10,0.60358,1.52E+10,0.29814,-6.19E-09,-4.56E-21,138.6,7.70E-17,7.47E+06,0.00011922,1.86E-05,282.77,1.65E-14,0.15587,5.85E-17,1
0.72237,0.00079354,0.00059646,1.13E+10,0.68779,2.26E+10,0.28012,-8.49E-09,-1.10E-20,65.296,9.97E-17,4.70E+06,0.00018583,1.40E-05,280.49,4.46E-14,0.075146,1.59E-16,1
0.68454,0.00093453,0.00045547,1.54E+10,0.75315,2.28E+10,0.22658,-1.01E-09,-1.64E-20,45.872,5.97E-17,8.23E+06,0.00016708,5.59E-06,146.9,1.93E-14,0.033453,1.31E-16,0
0.58423,0.00068991,0.00070009,1.46E+10,0.76254,1.60E+10,0.2309,-7.85E-09,-1.09E-20,184.3,7.76E-17,1.53E+06,0.00021653,0.00012258,3274.7,1.43E-13,0.56611,4.37E-17,1
0.91186,0.00080617,0.00058383,1.06E+10,0.76974,1.45E+10,0.27064,-6.50E-09,-9.96E-21,134.63,3.22E-17,5.61E+06,6.32E-05,2.41E-05,540.42,1.41E-14,0.38177,2.61E-17,1
0.66311,0.00056827,0.00082173,1.25E+10,0.63661,1.27E+10,0.3178,-7.28E-09,-1.72E-20,148.9,6.35E-17,1.72E+06,0.00011195,8.74E-05,1671.7,7.56E-14,0.7811,4.52E-17,1
0.81613,0.0011443,0.00024568,9.02E+09,0.94367,1.34E+10,0.22674,-4.42E-09,-1.29E-20,191.08,5.00E-17,4.35E+06,0.00012699,4.42E-05,1067.9,2.90E-14,0.34768,2.71E-17,1
0.65819,0.0012158,0.0001742,1.38E+10,0.66022,1.96E+10,0.28483,-8.33E-09,-4.09E-21,80.965,6.52E-18,1.40E+06,1.39E-05,5.82E-05,985.02,1.39E-14,4.1769,1.41E-17,1
0.8921,0.00067237,0.00071763,1.47E+10,0.69766,1.75E+10,0.30979,-6.29E-09,-1.19E-20,96.603,7.17E-17,2.52E+06,0.00015978,3.88E-05,1006.8,7.73E-14,0.243,7.68E-17,1
0.74937,0.00073878,0.00065122,1.14E+10,0.92418,1.46E+10,0.31274,-5.60E-09,-5.53E-21,105.7,2.04E-17,7.94E+06,6.33E-05,1.34E-05,449.1,9.37E-15,0.21141,2.09E-17,1
0.7665,0.00096488,0.00042512,1.31E+10,0.88353,1.50E+10,0.23629,-8.60E-09,-8.13E-21,153.63,6.87E-17,4.41E+06,0.00019776,3.50E-05,943.28,4.42E-14,0.17707,4.68E-17,1
0.94288,0.0010244,0.00036557,1.56E+10,0.71254,1.62E+10,0.24107,-6.15E-09,-9.25E-21,156.29,3.39E-17,3.29E+06,7.32E-05,4.78E-05,1040.3,2.44E-14,0.65269,2.35E-17,1
0.68574,0.001179,0.00021102,1.10E+10,0.88742,1.98E+10,0.30015,-8.79E-09,-1.94E-20,31.768,4.68E-18,5.92E+06,1.38E-05,5.39E-06,140.22,3.56E-15,0.39117,2.54E-17,1
0.76547,0.00078623,0.00060377,8.23E+09,0.89461,2.32E+10,0.25549,-9.39E-09,-6.77E-21,101.85,1.45E-17,1.52E+06,3.62E-05,6.84E-05,1891,3.32E-14,1.8881,1.76E-17,1
0.60861,0.00051852,0.00087148,1.48E+10,0.76135,1.60E+10,0.24927,-2.77E-09,-2.90E-21,176.7,4.59E-17,5.67E+06,0.00012536,3.13E-05,927.23,2.46E-14,0.24991,2.65E-17,1
0.85207,0.00062968,0.00076032,9.05E+09,0.85085,1.83E+10,0.27093,-4.46E-09,-1.23E-20,35.645,7.45E-17,3.31E+06,0.00017557,1.09E-05,307.4,6.56E-14,0.061922,2.14E-16,1
0.65798,0.00050355,0.00088645,1.05E+10,0.9753,1.85E+10,0.29157,-8.12E-09,-1.22E-20,139.41,2.94E-17,7.13E+06,9.89E-05,1.97E-05,763.11,1.73E-14,0.19889,2.26E-17,1
0.8354,0.00092332,0.00046668,1.26E+10,0.69181,1.54E+10,0.29434,-8.48E-09,-1.79E-20,150.38,1.35E-17,6.15E+06,2.52E-05,2.45E-05,483.12,5.71E-15,0.97212,1.18E-17,1
0.71913,0.00070868,0.00068132,8.82E+09,0.80802,1.56E+10,0.28636,-9.68E-09,-1.46E-20,28.762,7.33E-17,6.34E+06,0.00014101,4.55E-06,96.387,2.61E-14,0.032282,2.71E-16,0
0.70831,0.0012373,0.00015269,1.45E+10,0.7387,1.22E+10,0.2484,-9.63E-09,-1.49E-20,27.127,7.92E-17,7.12E+06,0.00017497,3.81E-06,57.161,1.80E-14,0.021772,3.16E-16,0
0.69613,0.0013783,1.17E-05,1.05E+10,0.64801,1.67E+10,0.22997,-2.25E-09,-2.75E-21,32.877,3.63E-17,8.37E+05,5.52E-05,3.95E-05,451.59,5.26E-14,0.71498,1.16E-16,1
0.56142,0.00053749,0.00085251,1.25E+10,0.84718,1.64E+10,0.24985,-4.80E-09,-8.40E-21,36.818,6.12E-17,3.16E+06,0.00018079,1.18E-05,370.55,6.31E-14,0.065057,1.70E-16,1
0.55874,0.00040582,0.00098418,1.41E+10,0.75895,1.61E+10,0.27703,-1.23E-09,-4.43E-21,58.283,1.12E-17,7.41E+06,3.13E-05,7.91E-06,252.45,5.02E-15,0.25281,1.99E-17,1
0.84531,0.0011903,0.00019965,1.34E+10,0.76507,1.87E+10,0.22384,-7.69E-09,-1.48E-20,121.74,2.73E-17,4.42E+06,6.41E-05,2.77E-05,613.98,1.55E-14,0.43181,2.53E-17,1
0.55981,0.00079273,0.00059727,1.51E+10,0.63782,2.07E+10,0.30167,-2.51E-09,-6.86E-21,46.921,6.87E-17,3.18E+06,0.0001657,1.49E-05,337.9,5.03E-14,0.089706,1.49E-16,1
0.91957,0.0013332,5.68E-05,8.83E+09,0.67009,1.93E+10,0.30497,-6.18E-09,-9.59E-21,114.55,5.69E-17,4.99E+06,7.94E-05,2.31E-05,360.55,1.92E-14,0.29014,5.32E-17,1
0.86054,0.00062721,0.00076279,1.55E+10,0.73135,2.15E+10,0.23849,-5.52E-09,-4.44E-21,35.696,2.82E-17,7.41E+06,7.10E-05,4.84E-06,141.68,1.20E-14,0.068187,8.43E-17,1
0.59858,0.00045933,0.00093067,1.25E+10,0.97356,1.34E+10,0.24359,-5.10E-09,-1.70E-20,122.47,8.39E-17,4.09E+06,0.00028657,3.03E-05,1144.5,7.97E-14,0.10566,6.96E-17,1
0.78435,0.00046158,0.00092842,1.35E+10,0.71324,1.70E+10,0.25672,-4.68E-09,-9.09E-21,147.05,2.56E-17,4.09E+06,5.40E-05,3.62E-05,906.76,1.70E-14,0.67075,1.87E-17,1
0.65894,0.00085261,0.00053739,1.36E+10,0.96662,2.07E+10,0.30348,-8.79E-09,-7.18E-21,95.681,4.48E-17,6.09E+06,0.00018774,1.58E-05,654.21,3.21E-14,0.084211,4.91E-17,1
0.68926,0.00082191,0.00056809,1.24E+10,0.5944,1.28E+10,0.27227,-7.83E-09,-1.30E-20,18.916,4.85E-17,4.03E+06,7.27E-05,4.71E-06,67.738,1.93E-14,0.064757,2.85E-16,0
0.78604,0.00086368,0.00052632,1.44E+10,0.59468,1.41E+10,0.27361,-7.98E-09,-9.01E-21,63.665,5.82E-17,7.14E+06,9.33E-05,8.93E-06,141.45,1.40E-14,0.095774,9.93E-17,0
0.94104,0.00080253,0.00058747,1.41E+10,0.85464,2.14E+10,0.28539,-6.40E-09,-1.36E-20,28.244,9.27E-17,9.39E+06,0.00033618,3.02E-06,130.24,4.34E-14,0.008996,3.33E-16,0
0.8113,0.00071973,0.00067027,1.38E+10,0.85434,1.71E+10,0.2839,-7.87E-09,-1.49E-20,110.63,5.61E-17,4.84E+06,0.00017301,2.30E-05,782.9,4.14E-14,0.13314,5.28E-17,1
0.60954,0.00064072,0.00074928,1.38E+10,0.7417,1.38E+10,0.22523,-1.31E-09,-3.96E-21,30.191,8.62E-17,3.42E+06,0.00020528,8.88E-06,210.31,6.04E-14,0.043246,2.87E-16,0
0.79839,0.0011386,0.00025137,8.15E+09,0.83568,2.38E+10,0.30419,-3.00E-09,-1.22E-20,155.39,7.91E-17,1.36E+06,0.00017311,0.00011612,2675.8,1.38E-13,0.67076,5.17E-17,1
0.72511,0.00060568,0.00078432,9.11E+09,0.58357,2.01E+10,0.27957,-1.03E-09,-3.17E-21,3.9072,3.18E-17,1.45E+06,3.70E-05,2.73E-06,36.535,3.04E-14,0.073596,8.33E-16,0
0.77427,0.0013633,2.67E-05,1.38E+10,0.87687,1.65E+10,0.29396,-1.60E-09,-8.87E-21,96.748,4.32E-17,2.18E+06,0.00014046,4.47E-05,1183.1,5.36E-14,0.31804,4.53E-17,1
0.75377,0.00084804,0.00054196,1.27E+10,0.79819,1.69E+10,0.26422,-9.63E-09,-8.78E-21,80.536,3.93E-17,8.47E+06,9.79E-05,9.54E-06,243.05,1.30E-14,0.097442,5.35E-17,1
0.65636,0.00070258,0.00068742,1.43E+10,0.93124,2.22E+10,0.24285,-3.78E-09,-3.06E-21,4.2315,9.92E-17,8.30E+06,0.00038781,5.12E-07,20.874,4.94E-14,0.0013215,2.37E-15,0
0.9241,0.000713,0.000677,9.68E+09,0.81014,2.00E+10,0.31742,-7.53E-09,-9.33E-21,99.652,5.29E-17,1.93E+06,0.00013177,5.27E-05,1606.6,8.93E-14,0.39993,5.56E-17,1
0.76545,0.0011089,0.00028109,8.91E+09,0.90348,1.48E+10,0.31048,-3.94E-09,-2.71E-21,128.57,7.01E-18,9.42E+06,1.75E-05,1.37E-05,336.16,2.25E-15,0.78357,6.70E-18,1
0.9181,0.00057401,0.00081599,1.29E+10,0.76284,1.89E+10,0.23602,-6.03E-09,-6.36E-21,65.934,9.62E-17,1.12E+06,0.00022883,6.09E-05,1710.5,2.55E-13,0.26623,1.49E-16,1
0.63937,0.00047946,0.00091054,9.58E+09,0.70316,1.61E+10,0.27145,-4.30E-09,-1.32E-20,12.082,7.92E-17,1.56E+06,0.00013352,7.84E-06,151.1,1.02E-13,0.058742,6.74E-16,1
0.63098,0.001097,0.00029296,8.82E+09,0.87933,1.25E+10,0.22433,-4.66E-09,-1.95E-20,158.2,4.75E-17,1.10E+06,0.00010132,0.00014498,2478.2,7.87E-14,1.431,3.18E-17,1
0.60042,0.00053385,0.00085615,1.43E+10,0.5965,1.24E+10,0.29251,-5.70E-09,-1.41E-20,68.584,1.56E-18,1.23E+06,3.04E-06,5.69E-05,1129.4,7.29E-15,18.694,6.45E-18,1
0.94247,0.00060947,0.00078053,9.33E+09,0.84028,2.36E+10,0.25191,-3.59E-09,-7.64E-21,69.797,4.45E-17,4.22E+06,0.00011997,1.67E-05,570.63,3.72E-14,0.13929,6.52E-17,1
0.80217,0.00067186,0.00071814,9.06E+09,0.74031,1.68E+10,0.23601,-2.60E-09,-1.24E-20,187.99,2.54E-17,9.50E+06,4.11E-05,1.98E-05,371.19,5.28E-15,0.48209,1.42E-17,1
