Biot,Thermal Expansion of Solid,Thermal Expansion Difference,Bulk Modulus,Skempton,Shear Modulus,Poisson Ratio,Thermal Filtration,Thermal Osmosis,Thermal Conductivity,Permeability,Specific Heat,Fluid Diffusivity,Thermal Diffusivity,Fluid Thermal Diffusivity,Thermal Fluid  Diffusivity,Diagnal Ratio,Off Diagnal Ratio,Case
0.57854,0.00042337,0.00096663,1.24E+10,0.77022,1.55E+10,0.31364,-9.90E-09,-1.44E-20,29.547,7.23E-17,2.06E+06,0.00018624,1.46E-05,428.68,1.10E-13,0.078471,2.56E-16,1
0.92763,0.00082681,0.00056319,1.28E+10,0.85824,1.24E+10,0.23198,-1.24E-09,-3.28E-21,110.56,9.76E-17,9.02E+06,0.00023605,1.23E-05,312.3,2.77E-14,0.052067,8.88E-17,0
0.87404,0.0011906,0.00019945,1.42E+10,0.89231,2.09E+10,0.30415,-9.80E-09,-1.08E-20,138.81,3.44E-18,3.10E+06,1.38E-05,4.54E-05,1852.7,7.79E-15,3.2819,4.20E-18,1
0.89084,0.0010106,0.00037944,9.45E+09,0.92187,1.24E+10,0.24079,-4.31E-09,-6.81E-21,116.1,2.06E-17,6.96E+06,5.15E-05,1.67E-05,436.1,8.35E-15,0.32523,1.91E-17,1
0.80574,0.00089369,0.00049631,1.46E+10,0.58336,1.53E+10,0.23826,-1.15E-09,-1.31E-20,4.8196,3.26E-17,5.26E+06,5.06E-05,9.18E-07,13.943,9.65E-15,0.01813,6.92E-16,0
0.91854,0.00097254,0.00041746,9.92E+09,0.78889,1.33E+10,0.31853,-8.10E-09,-4.05E-21,48.825,3.02E-17,2.51E+05,6.92E-05,0.00021525,4956.3,3.42E-13,3.1116,6.90E-17,1
0.78372,0.00068382,0.00070618,9.41E+09,0.73216,1.81E+10,0.2372,-8.09E-09,-1.13E-20,113.45,6.87E-17,1.18E+06,0.00011645,9.75E-05,1856,1.19E-13,0.83733,6.43E-17,1
0.59174,0.00083575,0.00055425,9.22E+09,0.59267,2.08E+10,0.27568,-4.11E-09,-2.55E-21,88.07,4.03E-17,7.40E+06,5.35E-05,1.19E-05,154.88,7.65E-15,0.22285,4.94E-17,1
0.55336,0.00062225,0.00076775,1.42E+10,0.94652,1.81E+10,0.27612,-8.76E-09,-1.81E-20,53.987,6.53E-17,2.56E+06,0.00026751,2.15E-05,888.79,1.11E-13,0.080246,1.25E-16,1
0.66263,0.0011728,0.00021722,1.28E+10,0.69183,1.98E+10,0.28393,-4.59E-09,-9.44E-21,90.197,1.51E-17,5.86E+06,3.20E-05,1.54E-05,275.16,5.39E-15,0.48207,1.96E-17,1
0.87969,0.0012501,0.00013991,1.01E+10,0.77197,1.53E+10,0.2763,-9.96E-09,-9.00E-21,88.707,1.40E-17,1.49E+06,2.75E-05,6.03E-05,1177.6,2.54E-14,2.1968,2.16E-17,1
0.77325,0.00061556,0.00077444,8.89E+09,0.82892,1.64E+10,0.22566,-9.51E-09,-2.77E-21,80.532,3.74E-17,8.04E+06,7.43E-05,1.00E-05,230.26,1.19E-14,0.1353,5.16E-17,1
0.84469,0.0012562,0.00013375,1.15E+10,0.95469,1.62E+10,0.30288,-9.64E-09,-1.96E-20,24.882,9.96E-17,8.68E+06,0.00036671,2.88E-06,103.53,4.26E-14,0.0078484,4.11E-16,0
0.93749,0.00091251,0.00047749,9.35E+09,0.67594,1.49E+10,0.22767,-8.14E-09,-4.57E-21,70.792,4.24E-17,4.44E+06,5.66E-05,1.60E-05,243.46,1.64E-14,0.28308,6.74E-17,1
0.9198,0.00088639,0.00050361,1.24E+10,0.93893,1.94E+10,0.24405,-5.97E-09,-1.49E-20,115.88,6.82E-17,4.20E+05,0.00030513,0.0003121,13995,8.39E-13,1.0228,6.00E-17,1
0.5669,0.00091206,0.00047794,1.31E+10,0.7981,1.92E+10,0.23248,-3.83E-09,-1.33E-20,176.96,6.38E-17,1.97E+06,0.00018174,9.08E-05,2230.8,8.24E-14,0.49974,3.69E-17,1
0.69758,0.00061632,0.00077368,1.23E+10,0.88603,1.28E+10,0.2767,-9.79E-09,-1.39E-20,105.16,2.09E-17,2.88E+06,5.84E-05,3.69E-05,1096.3,2.52E-14,0.63249,2.30E-17,1
0.84955,0.0011634,0.00022661,9.26E+09,0.67557,1.27E+10,0.29749,-9.19E-09,-1.07E-20,136.1,5.45E-17,3.12E+06,7.38E-05,4.38E-05,594.22,2.68E-14,0.5936,4.50E-17,1
0.91734,0.0011163,0.00027373,8.13E+09,0.93163,2.28E+10,0.31849,-1.68E-09,-3.35E-21,30.73,1.79E-17,8.53E+06,6.57E-05,3.62E-06,158.44,9.43E-15,0.055187,5.95E-17,1
0.75787,0.00083375,0.00055625,1.59E+10,0.66526,1.46E+10,0.28218,-3.94E-09,-8.59E-21,52.602,1.00E-17,4.39E+06,2.12E-05,1.20E-05,248.08,5.62E-15,0.56868,2.27E-17,1
0.63873,0.00083315,0.00055685,1.49E+10,0.72526,1.37E+10,0.24466,-3.82E-09,-1.88E-20,159.88,6.11E-17,5.28E+06,0.00014679,3.04E-05,648.54,2.55E-14,0.20678,3.94E-17,1
0.89192,0.0012834,0.00010664,1.19E+10,0.89085,1.26E+10,0.29124,-8.17E-09,-1.80E-20,158.08,6.63E-17,2.21E+06,0.00018681,7.21E-05,1870.8,8.22E-14,0.38608,4.40E-17,1
0.56058,0.0010056,0.0003844,1.52E+10,0.80147,2.19E+10,0.29877,-1.96E-09,-1.07E-20,117.2,2.87E-17,1.37E+06,9.94E-05,8.71E-05,2476,6.21E-14,0.87676,2.51E-17,1
0.57703,0.00052425,0.00086575,8.94E+09,0.97346,2.17E+10,0.30519,-1.94E-09,-1.45E-20,69.712,8.25E-17,2.70E+06,0.00025081,2.62E-05,891.06,1.06E-13,0.10455,1.19E-16,1
0.76474,0.00071715,0.00067285,1.08E+10,0.58281,2.01E+10,0.2306,-3.96E-09,-1.19E-20,131.83,3.09E-17,4.66E+06,4.02E-05,2.84E-05,410.8,1.05E-14,0.70708,2.55E-17,1
0.74941,0.00056347,0.00082653,8.13E+09,0.93099,2.36E+10,0.27907,-5.98E-09,-3.91E-21,86.638,2.25E-17,9.29E+06,6.07E-05,9.36E-06,302.92,8.50E-15,0.15429,2.81E-17,1
0.56678,0.0013745,1.55E-05,1.34E+10,0.77557,1.81E+10,0.24471,-3.50E-09,-3.88E-21,97.497,1.68E-17,1.52E+06,4.63E-05,6.43E-05,1055.4,2.05E-14,1.3891,1.94E-17,1
0.6625,0.00096313,0.00042687,8.19E+09,0.6543,1.83E+10,0.2997,-9.39E-09,-1.27E-20,142.79,9.23E-17,4.23E+06,0.0001204,3.38E-05,432.57,3.02E-14,0.28103,6.98E-17,1
0.8962,0.0007153,0.0006747,1.52E+10,0.8342,1.52E+10,0.22792,-7.90E-09,-8.21E-21,144.34,9.49E-18,3.35E+06,2.64E-05,4.35E-05,1298.2,1.09E-14,1.6485,8.41E-18,1
0.7469,0.0013256,6.44E-05,1.34E+10,0.68857,1.59E+10,0.22874,-2.63E-09,-1.50E-20,176.12,8.49E-17,7.95E+06,0.00016434,2.22E-05,326.94,1.61E-14,0.13496,4.92E-17,0
0.85018,0.0010419,0.00034807,8.76E+09,0.75287,1.94E+10,0.22765,-8.38E-09,-4.86E-21,159.13,3.85E-17,1.35E+06,6.59E-05,0.00011911,2187.1,5.93E-14,1.8086,2.71E-17,1
0.94102,0.00082447,0.00056553,1.11E+10,0.83375,2.16E+10,0.30548,-3.99E-09,-5.73E-21,104.74,2.01E-17,4.15E+06,6.07E-05,2.55E-05,938.71,1.90E-14,0.4206,2.02E-17,1
0.80118,0.001243,0.00014698,1.00E+10,0.64589,1.59E+10,0.26136,-7.52E-09,-1.81E-20,42.652,8.82E-17,3.76E+05,0.00012562,0.00011611,1501.8,3.31E-13,0.92426,2.20E-16,1
0.74008,0.00091054,0.00047946,1.55E+10,0.83326,2.16E+10,0.25711,-6.40E-09,-1.66E-20,93.661,2.22E-17,5.01E+06,7.39E-05,1.88E-05,618.44,1.59E-14,0.25459,2.58E-17,1
0.74402,0.0005989,0.0007911,9.74E+09,0.71864,1.85E+10,0.30976,-3.38E-09,-8.37E-21,116.49,6.42E-17,2.62E+06,0.0001123,4.49E-05,912.28,5.16E-14,0.40002,5.65E-17,1
0.58122,0.0010724,0.00031765,9.69E+09,0.58424,1.52E+10,0.27145,-1.55E-09,-1.45E-20,37.358,4.91E-17,1.48E+06,6.60E-05,2.53E-05,275.91,3.73E-14,0.38343,1.35E-16,1
0.57584,0.0013573,3.27E-05,1.13E+10,0.65172,1.56E+10,0.24319,-7.48E-09,-3.72E-21,42.769,6.46E-17,1.28E+06,0.00011572,3.34E-05,370.27,6.18E-14,0.28886,1.67E-16,1
0.58488,0.00073724,0.00065276,1.10E+10,0.75463,2.23E+10,0.26167,-9.86E-09,-1.13E-20,39.697,1.55E-17,8.64E+06,3.49E-05,4.61E-06,105.35,5.25E-15,0.13187,4.98E-17,1
0.58371,0.001296,9.40E-05,1.20E+10,0.92705,2.01E+10,0.29847,-2.73E-09,-1.61E-20,65.454,4.99E-18,6.15E+06,1.73E-05,1.07E-05,266.18,2.47E-15,0.6165,9.29E-18,1
0.8034,0.001161,0.00022899,1.01E+10,0.84945,2.31E+10,0.27785,-1.25E-09,-1.26E-20,49.92,8.51E-17,8.76E+06,0.00022203,5.72E-06,154.13,2.64E-14,0.025757,1.71E-16,0
0.61711,0.00074542,0.00064458,1.48E+10,0.70107,1.50E+10,0.23486,-3.23E-09,-5.11E-21,10.677,6.71E-17,4.75E+06,0.00015833,2.26E-06,50.283,3.23E-14,0.014261,6.42E-16,0
0.86786,0.0013612,2.88E-05,1.17E+10,0.89332,2.21E+10,0.24175,-3.33E-09,-1.19E-20,10.24,6.58E-17,9.28E+06,0.00021755,1.11E-06,36.376,2.37E-14,0.0050898,6.53E-16,0
0.86156,0.0011089,0.00028113,1.41E+10,0.58586,1.39E+10,0.23503,-4.64E-09,-3.41E-21,114.31,5.06E-17,1.27E+06,7.27E-05,9.05E-05,1160.6,5.50E-14,1.2438,4.74E-17,1
0.57687,0.00057258,0.00081742,1.39E+10,0.91449,1.97E+10,0.26386,-2.86E-09,-8.81E-21,103.09,9.25E-17,8.41E+06,0.0003472,1.23E-05,493.51,4.46E-14,0.03549,9.04E-17,1
0.58717,0.0006978,0.0006922,1.47E+10,0.90808,1.35E+10,0.30312,-4.09E-09,-1.54E-20,2.8657,3.45E-17,9.66E+06,0.00012457,2.98E-07,10.461,1.30E-14,0.0023896,1.24E-15,0
0.78729,0.00046582,0.00092418,1.06E+10,0.62108,2.26E+10,0.3135,-1.70E-09,-1.96E-20,148.48,4.20E-18,6.47E+06,6.17E-06,2.30E-05,418.92,1.45E-15,3.7319,3.46E-18,1
0.65387,0.00072912,0.00066088,1.17E+10,0.7307,1.44E+10,0.25548,-7.06E-09,-3.42E-21,159.74,8.13E-17,1.46E+06,0.00016659,0.00011115,2266.8,1.20E-13,0.66722,5.31E-17,1
0.73347,0.00045676,0.00093324,1.13E+10,0.71568,1.45E+10,0.2775,-9.51E-09,-1.62E-20,82.513,3.39E-17,3.33E+06,6.26E-05,2.50E-05,543.4,2.52E-14,0.3992,4.63E-17,1
0.84237,0.00098095,0.00040905,8.78E+09,0.96898,2.00E+10,0.2932,-6.52E-09,-1.99E-20,96.6,7.54E-17,1.10E+06,0.00027503,9.16E-05,3615.5,2.88E-13,0.33289,7.98E-17,1
0.58148,0.00070558,0.00068442,9.00E+09,0.60678,1.90E+10,0.31843,-8.00E-09,-1.34E-20,95.077,1.01E-17,9.92E+06,1.37E-05,9.60E-06,136.05,2.25E-15,0.70072,1.65E-17,1
0.67031,0.00088115,0.00050885,1.04E+10,0.83511,1.88E+10,0.29393,-9.44E-09,-1.40E-20,3.8458,7.32E-17,2.44E+06,0.00018049,1.59E-06,39.04,7.82E-14,0.0088296,2.00E-15,0
0.78154,0.00046286,0.00092714,1.01E+10,0.85028,2.10E+10,0.24551,-6.89E-09,-1.72E-20,153.1,5.07E-17,3.58E+06,0.00012705,4.32E-05,1317.7,4.56E-14,0.34037,3.46E-17,1
0.84437,0.00082283,0.00056717,1.01E+10,0.81707,1.94E+10,0.2664,-5.68E-09,-7.76E-21,160.84,5.04E-17,8.27E+06,0.0001168,1.95E-05,515.76,1.69E-14,0.16703,3.27E-17,1
0.90002,0.0012282,0.00016175,1.49E+10,0.62543,2.13E+10,0.23855,-8.76E-09,-1.42E-20,132.32,7.29E-17,4.76E+06,0.00013249,2.79E-05,505.04,2.97E-14,0.21028,5.87E-17,1
0.67743,0.0011583,0.00023173,1.54E+10,0.79811,1.67E+10,0.29917,-5.10E-09,-2.51E-21,58.326,1.23E-17,7.40E+05,3.83E-05,8.03E-05,1956.2,4.84E-14,2.0981,2.47E-17,1
0.89184,0.0011203,0.00026969,1.13E+10,0.94588,1.33E+10,0.30464,-3.26E-09,-9.55E-21,70.135,4.28E-17,6.19E+06,0.00014424,1.14E-05,393.04,2.45E-14,0.078927,6.23E-17,1
0.70217,0.00093811,0.00045189,1.48E+10,0.81104,1.55E+10,0.26377,-4.52E-09,-7.38E-21,86.603,1.00E-17,2.54E+06,2.86E-05,3.44E-05,881.22,1.20E-14,1.2041,1.36E-17,1
0.70429,0.00044776,0.00094224,8.02E+09,0.71842,2.04E+10,0.31119,-2.65E-09,-4.34E-21,12.134,2.62E-17,6.25E+06,3.92E-05,1.95E-06,35.582,8.10E-15,0.049731,2.28E-16,0
0.56505,0.0011576,0.00023235,1.54E+10,0.70448,2.26E+10,0.24872,-7.64E-09,-8.10E-21,157.24,9.68E-17,8.16E+06,0.0002687,1.93E-05,394.37,2.52E-14,0.0718,6.39E-17,0
0.72373,0.00083622,0.00055378,8.44E+09,0.69288,2.10E+10,0.31872,-7.94E-09,-7.14E-21,177.88,5.53E-17,7.60E+06,8.11E-05,2.34E-05,375.41,1.27E-14,0.28917,3.39E-17,1
0.72212,0.00095345,0.00043655,1.13E+10,0.73831,1.71E+10,0.29107,-5.41E-09,-7.09E-21,112.37,1.08E-17,4.80E+06,2.19E-05,2.35E-05,470.17,5.65E-15,1.0706,1.20E-17,1
0.67619,0.00063499,0.00075501,1.38E+10,0.59061,1.78E+10,0.23935,-4.02E-09,-1.56E-20,107.44,9.63E-17,2.83E+06,0.00016489,3.81E-05,694.91,6.37E-14,0.23135,9.16E-17,1
0.88933,0.001169,0.00022101,1.50E+10,0.90667,1.43E+10,0.29739,-2.90E-09,-1.08E-20,84.028,7.75E-18,8.84E+06,2.72E-05,9.53E-06,315.1,3.23E-15,0.35062,1.03E-17,1
0.9169,0.0010498,0.0003402,1.51E+10,0.95328,1.34E+10,0.3005,-9.18E-09,-2.80E-21,29.335,8.08E-17,2.72E+06,0.00031573,1.09E-05,418.39,1.19E-13,0.034602,2.83E-16,0
0.7924,0.00062939,0.00076061,1.12E+10,0.63542,1.93E+10,0.24836,-6.68E-09,-2.75E-21,34.68,3.89E-17,5.25E+05,6.13E-05,6.87E-05,1204.7,1.48E-13,1.1209,1.23E-16,1
0.88735,0.0011273,0.00026266,8.37E+09,0.82293,1.40E+10,0.2262,-2.80E-09,-1.00E-20,93.764,6.34E-17,7.36E+06,0.00011633,1.28E-05,245.55,1.70E-14,0.10975,6.92E-17,1
0.77278,0.00073142,0.00065858,1.50E+10,0.69118,1.70E+10,0.2594,-7.52E-09,-4.79E-21,88.895,7.61E-17,6.21E+06,0.00016537,1.44E-05,329.98,2.95E-14,0.086876,8.93E-17,1
0.81605,0.0013806,9.42E-06,1.51E+10,0.81097,2.05E+10,0.2538,-1.51E-09,-1.39E-20,137.36,7.10E-17,3.48E+06,0.00021468,3.96E-05,1027.4,5.35E-14,0.18454,5.21E-17,1
0.71313,0.00059913,0.00079087,8.23E+09,0.88474,1.42E+10,0.22549,-3.29E-09,-7.37E-21,167.54,5.43E-17,4.94E+06,0.00011167,3.41E-05,787.45,2.62E-14,0.30503,3.33E-17,1
0.62764,0.00061836,0.00077164,8.06E+09,0.90481,2.09E+10,0.29607,-7.84E-09,-8.94E-21,104.59,6.06E-17,1.37E+05,0.00018243,0.00096593,25306,1.54E-12,5.2948,6.08E-17,1
0.92685,0.00069222,0.00069778,1.58E+10,0.96321,1.26E+10,0.31206,-9.86E-09,-8.04E-21,11.454,1.70E-17,2.30E+06,6.92E-05,5.09E-06,227.44,3.81E-14,0.073592,1.67E-16,1
0.61743,0.00087866,0.00051134,1.22E+10,0.8751,1.44E+10,0.30841,-9.63E-09,-1.73E-20,54.139,1.92E-17,9.49E+06,5.68E-05,5.72E-06,156.17,6.56E-15,0.10063,4.20E-17,1
0.69512,0.00095806,0.00043194,1.47E+10,0.63726,1.73E+10,0.2855,-4.21E-09,-1.01E-20,106.95,6.17E-17,6.44E+06,0.00012429,1.67E-05,310.47,1.86E-14,0.134,5.98E-17,1
0.69397,0.00083742,0.00055258,1.23E+10,0.61159,1.93E+10,0.26025,-3.70E-09,-1.25E-20,179.3,9.88E-17,5.45E+05,0.00016614,0.00033816,5583,3.15E-13,2.0355,5.64E-17,1
0.78234,0.00071393,0.00067607,1.45E+10,0.59188,1.34E+10,0.22367,-4.77E-09,-1.31E-20,184.94,2.83E-17,8.46E+06,4.35E-05,2.19E-05,342.07,5.80E-15,0.50326,1.70E-17,1
0.7954,0.00085343,0.00053657,1.24E+10,0.95508,1.22E+10,0.22419,-6.37E-09,-3.03E-21,123.67,2.99E-17,5.65E+06,8.70E-05,2.20E-05,616.09,1.60E-14,0.25287,2.60E-17,1
0.9291,0.00061262,0.00077738,1.09E+10,0.82368,1.39E+10,0.23499,-4.56E-09,-1.18E-20,52.306,7.66E-17,4.57E+06,0.00016825,1.15E-05,299.71,4.49E-14,0.068535,1.50E-16,1
0.84014,0.00085673,0.00053327,1.09E+10,0.82584,1.93E+10,0.22909,-7.44E-09,-1.59E-20,82.547,9.53E-18,7.03E+06,2.32E-05,1.18E-05,316.46,4.71E-15,0.50942,1.49E-17,1
0.66673,0.00080659,0.00058341,9.57E+09,0.63907,2.05E+10,0.25844,-4.36E-09,-1.32E-20,103.75,6.37E-17,9.57E+06,9.16E-05,1.09E-05,162.16,1.04E-14,0.11853,6.42E-17,1
0.65726,0.0012098,0.00018017,1.23E+10,0.635,1.58E+10,0.24633,-6.23E-09,-9.97E-21,198.3,9.18E-17,8.99E+06,0.00015758,2.21E-05,290.19,1.41E-14,0.14,4.87E-17,0
0.79786,0.0012871,0.00010289,1.11E+10,0.95834,2.39E+10,0.28684,-6.91E-09,-8.78E-21,55.494,1.03E-17,7.18E+06,4.03E-05,7.77E-06,298.88,6.50E-15,0.19288,2.17E-17,1
0.74639,0.0009147,0.0004753,1.40E+10,0.75527,2.06E+10,0.28235,-4.24E-09,-1.71E-20,55.117,1.95E-17,8.21E+06,5.03E-05,6.73E-06,175.67,6.74E-15,0.13396,3.84E-17,1
0.62019,0.00047261,0.00091739,1.20E+10,0.77592,1.82E+10,0.30596,-6.09E-09,-4.34E-21,110.22,6.70E-17,8.76E+06,0.00016646,1.26E-05,361.56,2.27E-14,0.075856,6.27E-17,1
0.75608,0.0012535,0.00013651,1.53E+10,0.63916,2.16E+10,0.28719,-7.27E-09,-1.99E-20,153.06,5.16E-17,7.01E+06,0.00010819,2.19E-05,404.74,1.47E-14,0.20217,3.63E-17,1
0.61025,0.0011428,0.0002472,8.89E+09,0.71482,1.84E+10,0.31069,-6.41E-09,-1.82E-20,21.351,8.71E-17,2.47E+06,0.00014672,8.69E-06,124.02,5.32E-14,0.059208,4.29E-16,0
0.81715,0.0010331,0.00035694,1.19E+10,0.75789,2.20E+10,0.26083,-6.79E-09,-7.65E-21,169.28,6.57E-17,1.57E+06,0.00015071,0.00010932,2597.8,1.05E-13,0.72535,4.05E-17,1
0.85322,0.0013757,1.43E-05,1.41E+10,0.71948,2.27E+10,0.23937,-6.98E-09,-3.32E-21,157.08,5.40E-17,4.03E+06,0.00012503,3.91E-05,845.72,3.08E-14,0.31304,3.64E-17,1
0.69922,0.0010444,0.00034557,9.13E+09,0.6521,1.23E+10,0.25887,-2.91E-09,-1.25E-20,191.18,7.74E-17,1.71E+06,0.00010141,0.0001124,1316.6,5.50E-14,1.1084,4.18E-17,1
0.94636,0.0012285,0.00016146,1.56E+10,0.70782,2.37E+10,0.31631,-8.17E-09,-1.70E-20,108.74,6.75E-18,9.94E+06,1.76E-05,1.10E-05,319.04,2.81E-15,0.62221,8.79E-18,1
0.73456,0.00098943,0.00040057,9.29E+09,0.71417,2.24E+10,0.27116,-9.14E-09,-4.95E-21,115.98,6.22E-17,9.88E+06,0.00010358,1.18E-05,201.78,1.18E-14,0.11356,5.83E-17,1
0.60317,0.0010172,0.00037277,1.01E+10,0.78646,2.19E+10,0.27514,-5.26E-09,-5.77E-21,101.71,9.71E-17,6.21E+06,0.00021631,1.64E-05,327.84,3.21E-14,0.075937,9.80E-17,0
0.81333,0.00062394,0.00076606,9.54E+09,0.77605,1.68E+10,0.25503,-1.12E-09,-7.62E-21,79.637,4.18E-17,6.71E+06,7.85E-05,1.19E-05,262.7,1.40E-14,0.15177,5.31E-17,1
0.8246,0.00085378,0.00053622,1.13E+10,0.61133,2.31E+10,0.26531,-9.34E-09,-1.76E-20,188.69,5.10E-17,5.45E+06,7.45E-05,3.47E-05,571.01,1.72E-14,0.46587,3.00E-17,1
0.8023,0.0010918,0.00029818,1.18E+10,0.87233,2.23E+10,0.29286,-7.11E-09,-1.69E-20,92.99,4.24E-17,3.51E+06,0.0001348,2.68E-05,873.43,4.19E-14,0.19851,4.80E-17,1
0.62722,0.0010042,0.00038575,1.36E+10,0.67992,1.82E+10,0.26002,-5.85E-09,-4.71E-21,191.58,3.89E-17,4.97E+05,8.77E-05,0.0003956,7434.4,1.63E-13,4.5113,2.19E-17,1
0.9334,0.0010477,0.00034232,1.15E+10,0.78749,2.33E+10,0.30638,-7.24E-09,-1.64E-20,96.36,5.83E-17,1.52E+06,0.00015816,6.51E-05,2040.8,1.28E-13,0.41158,6.29E-17,1
0.64878,0.00052097,0.00086903,1.42E+10,0.94614,2.28E+10,0.30144,-5.72E-09,-6.97E-21,39.104,8.39E-17,5.93E+06,0.00035514,6.66E-06,320.25,6.97E-14,0.018749,2.18E-16,0
0.75736,0.00097446,0.00041554,9.91E+09,0.93635,1.58E+10,0.31382,-5.33E-09,-3.38E-21,45.053,6.78E-17,8.39E+06,0.00020267,5.39E-06,164.79,2.54E-14,0.026585,1.54E-16,0
0.76445,0.00047534,0.00091466,1.29E+10,0.8314,1.80E+10,0.27455,-3.44E-09,-6.12E-21,91.36,4.73E-18,3.92E+06,1.33E-05,2.36E-05,784.4,4.95E-15,1.7704,6.31E-18,1
0.64929,0.00068226,0.00070774,1.30E+10,0.85957,1.49E+10,0.27344,-2.78E-09,-9.52E-21,190.24,9.22E-17,5.25E+06,0.00026859,3.64E-05,1086.4,5.32E-14,0.13563,4.90E-17,1
0.62924,0.0009886,0.0004014,1.27E+10,0.97218,1.51E+10,0.29421,-5.14E-09,-7.47E-21,56.851,1.96E-17,7.28E+06,7.20E-05,7.84E-06,249.16,9.32E-15,0.10893,3.74E-17,1
0.56436,0.00071504,0.00067496,8.70E+09,0.73331,1.28E+10,0.2265,-5.98E-09,-4.50E-21,60.068,5.58E-17,8.88E+06,9.22E-05,6.77E-06,109.58,1.09E-14,0.073429,9.91E-17,1
0.93237,0.00042861,0.00096139,1.36E+10,0.60465,2.12E+10,0.22548,-6.08E-09,-6.35E-21,146.89,6.46E-17,9.48E+06,0.00010129,1.55E-05,308.67,1.42E-14,0.1534,4.60E-17,1
0.59805,0.00044255,0.00094745,9.90E+09,0.88126,1.33E+10,0.31054,-4.73E-09,-1.30E-20,46.07,3.16E-18,3.51E+06,8.07E-06,1.33E-05,385.92,4.01E-15,1.6426,1.04E-17,1
0.58201,0.00076882,0.00062118,1.13E+10,0.81685,1.78E+10,0.23096,-7.87E-09,-1.75E-20,110.51,3.36E-17,2.46E+06,8.54E-05,4.54E-05,1108.2,3.69E-14,0.53165,3.33E-17,1
0.84612,0.00075626,0.00063374,1.54E+10,0.62558,2.36E+10,0.31144,-4.04E-09,-5.64E-21,70.907,4.46E-17,6.53E+05,9.36E-05,0.00011292,2633,1.72E-13,1.2063,6.53E-17,1
0.85246,0.00079408,0.00059592,9.78E+09,0.65453,1.50E+10,0.23353,-7.05E-09,-1.19E-20,167.87,4.66E-17,3.09E+06,6.18E-05,5.46E-05,806.3,2.47E-14,0.88245,3.06E-17,1
0.78825,0.001349,4.10E-05,1.45E+10,0.60186,1.81E+10,0.24861,-5.29E-09,-1.73E-20,23.524,2.08E-17,9.10E+05,3.58E-05,2.60E-05,361.28,3.77E-14,0.72628,1.04E-16,1
0.89858,0.0010311,0.0003589,1.55E+10,0.83207,1.64E+10,0.31971,-6.72E-09,-1.50E-20,26.781,8.99E-17,9.81E+06,0.00029525,2.74E-06,94.42,3.24E-14,0.0092778,3.43E-16,0
0.72904,0.00071249,0.00067751,1.01E+10,0.92573,1.92E+10,0.31384,-6.93E-09,-1.02E-20,60.198,9.46E-17,3.26E+06,0.00029037,1.87E-05,637.51,1.02E-13,0.064427,1.60E-16,1
0.80947,0.00094307,0.00044693,1.17E+10,0.75859,1.68E+10,0.23251,-4.94E-09,-1.34E-20,196.11,6.07E-17,3.66E+06,0.00012519,5.38E-05,1130.5,3.64E-14,0.4301,3.22E-17,1
0.58184,0.00066984,0.00072016,1.15E+10,0.65419,2.34E+10,0.23571,-1.58E-09,-1.82E-20,148.5,6.55E-17,6.51E+06,0.00012432,2.29E-05,451.83,2.02E-14,0.18419,4.47E-17,1
0.68267,0.00066255,0.00072745,9.44E+09,0.62597,2.34E+10,0.22609,-4.55E-09,-1.82E-20,33.709,3.10E-17,9.71E+06,4.24E-05,3.48E-06,52.956,5.33E-15,0.082045,1.01E-16,1
0.73827,0.00069176,0.00069824,8.35E+09,0.81055,2.36E+10,0.27114,-5.87E-09,-1.25E-20,111.37,2.42E-17,7.49E+06,4.76E-05,1.49E-05,336.56,8.09E-15,0.31355,2.41E-17,1
0.67788,0.00057567,0.00081433,1.11E+10,0.88926,2.16E+10,0.23506,-5.63E-09,-1.86E-20,87.756,2.29E-17,3.99E+06,6.68E-05,2.22E-05,727.19,2.04E-14,0.33199,2.81E-17,1
0.70578,0.00083132,0.00055868,1.10E+10,0.92414,2.06E+10,0.26399,-5.71E-09,-1.87E-20,20.147,3.95E-18,4.39E+06,1.25E-05,4.62E-06,151.3,4.28E-15,0.36915,2.83E-17,1
0.63677,0.00040817,0.00098183,1.42E+10,0.9143,1.87E+10,0.27496,-8.40E-09,-1.32E-20,88.933,1.61E-17,8.88E+06,5.95E-05,1.01E-05,437.14,8.85E-15,0.16924,2.03E-17,1
0.64532,0.0010208,0.00036924,9.90E+09,0.60099,1.62E+10,0.23837,-8.33E-09,-6.66E-21,162.45,3.65E-17,3.79E+06,4.87E-05,4.29E-05,507.66,1.36E-14,0.88189,2.68E-17,1
0.65994,0.0012695,0.00012054,9.24E+09,0.82957,1.97E+10,0.24385,-4.25E-09,-1.66E-20,6.366,2.36E-17,5.77E+05,5.22E-05,1.13E-05,200.27,8.17E-14,0.21576,4.08E-16,1
0.79972,0.00081106,0.00057894,1.16E+10,0.88218,2.05E+10,0.22431,-9.45E-09,-9.67E-21,56.728,1.46E-17,5.58E+06,4.29E-05,1.02E-05,328.35,1.01E-14,0.2384,3.08E-17,1
0.82479,0.00072331,0.00066669,1.24E+10,0.59837,1.57E+10,0.24812,-2.76E-09,-1.43E-20,199.85,7.25E-17,9.32E+06,0.0001024,2.15E-05,334.62,1.24E-14,0.20966,3.72E-17,1
